,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
26,1.5,1673.15,55.86,0.0,9.52,4.13,10.77,15.98,0.0,0.0,0.0,0.0,13.4,58.27,28.06,0.26,325.27
27,1.5,1673.15,52.07,0.84,16.31,2.28,11.29,13.05,0.0,1.75,0.15,0.0,4.39,69.81,25.76,0.04,243.6
28,1.0,1523.0,60.1,0.8,16.0,8.3,1.98,5.69,0.0,4.08,2.01,0.0,63.53,0.0,36.47,0.0,737.0
29,0.0,1624.15,51.4,0.38,10.9,11.2,15.2,10.0,0.33,0.23,0.06,0.0,19.9,51.2,30.0,0.0,650.0
30,1.5,2073.15,47.6,0.02,16.44,0.0,13.32,20.56,0.07,0.05,0.0,0.0,0.05,70.24,27.53,0.0,894.42
31,0.0,1623.15,61.6,0.0,11.7,7.9,13.2,2.34,0.12,3.2,0.0,0.0,14.9,56.3,29.6,0.0,280.0
32,0.0,1576.15,51.0,0.0,16.3,2.54,11.1,19.3,0.0,0.0,0.0,0.0,5.25,73.3,22.6,0.0,360.0
33,8.0,2173.0,38.52,0.16,4.3,8.22,45.36,2.74,0.3,0.0,0.0,0.0,59.13,0.39,35.62,2.99,4626.0
34,1.0,1783.0,38.5,0.71,9.42,21.81,17.32,10.21,0.0,0.21,0.09,0.0,61.88,0.61,33.11,5.22,5301.0
35,0.0,1473.15,40.72,4.92,8.19,21.97,8.01,11.09,0.0,1.58,0.89,0.0,63.48,1.46,29.05,6.39,4605.0
36,1.0,1783.0,33.77,8.74,7.23,28.87,7.41,8.45,0.0,0.66,0.17,0.0,32.49,37.05,25.95,1.77,4761.0
37,1.5,2073.15,45.33,0.03,9.41,7.24,20.39,17.2,0.0,0.08,0.0,0.0,64.54,0.17,34.39,1.45,4943.82
38,2.0,1773.0,38.52,9.87,9.93,18.05,8.38,12.3,0.33,0.34,0.07,0.0,63.59,0.0,33.27,2.32,4658.0
39,1.0,1783.0,44.12,0.69,12.68,20.87,7.58,10.11,0.0,0.38,0.07,0.0,60.64,0.88,29.93,3.66,5163.0
40,1.5,1873.15,44.65,0.0,17.67,3.12,16.75,16.71,0.0,0.14,0.0,0.0,58.29,4.38,36.79,0.53,4692.94
41,1.0,1883.0,38.02,0.72,9.15,16.78,19.07,12.36,0.0,0.08,0.04,0.0,61.73,0.35,32.0,3.26,5321.0
42,0.0,1473.15,39.97,4.84,8.02,23.42,7.61,10.93,0.0,1.78,0.94,0.0,48.79,15.57,32.19,2.88,5136.0
43,0.0,1573.0,42.23,2.55,7.82,27.76,10.23,8.51,0.0,0.1,0.0,0.0,66.47,0.0,31.47,1.85,4584.1
44,0.0,1673.15,41.8,14.2,8.4,13.2,10.7,11.3,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,4787.0
45,1.5,2073.15,43.58,0.03,8.99,10.45,19.78,16.4,0.0,0.08,0.0,0.0,64.63,0.14,33.77,2.05,4733.91
46,1.0,1783.0,27.71,7.44,5.71,39.26,7.8,7.45,0.0,0.34,0.16,0.0,16.79,56.98,22.06,1.91,4421.0
47,1.5,1873.0,42.89,4.77,13.35,17.69,6.76,11.79,0.01,0.49,0.14,0.0,63.9,0.0,33.78,2.8,4798.0
48,1.5,1723.0,39.07,11.02,8.98,18.38,8.19,11.94,0.37,0.37,0.05,0.0,63.52,0.0,34.1,2.25,4460.0
49,1.0,1873.15,50.9,0.4,6.02,15.0,18.4,6.96,0.0,0.47,0.05,0.0,62.0,0.0,36.0,0.0,4800.0
50,1.5,1673.15,47.52,0.78,14.89,9.06,9.99,11.89,0.0,1.76,0.0,0.0,60.79,0.34,36.95,1.92,2347.65
51,1.0,1523.0,49.6,1.33,14.9,8.1,8.6,11.3,0.0,2.2,0.09,5.9,63.53,0.0,36.47,0.0,1765.0
52,1.5,1673.15,49.34,0.79,14.75,8.39,10.09,12.12,0.0,1.94,0.0,0.0,56.3,6.32,35.82,1.56,1959.62
53,0.5,1773.15,50.79,1.81,16.5,8.68,6.84,8.86,0.0,2.1,0.68,0.0,63.53,0.0,36.47,0.0,1800.0
54,1.5,1673.15,57.16,0.0,12.05,5.56,10.55,12.11,0.0,0.0,0.0,0.0,42.98,16.13,40.66,0.22,2178.92
55,1.25,1693.15,54.38,1.19,14.71,7.61,4.58,8.01,0.0,2.67,1.14,0.0,64.39,0.0,35.61,0.66,1900.0
56,1.0,1573.0,45.7,1.61,16.0,12.4,6.02,10.8,0.0,3.14,1.69,0.0,63.53,0.0,36.47,0.0,2253.0
57,0.0,1473.15,48.43,5.56,8.75,11.78,9.19,11.96,0.0,1.59,0.93,0.0,61.94,2.02,33.05,1.85,2267.0
58,0.0,1673.15,52.7,1.3,15.3,10.2,7.6,12.4,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1964.0
59,1.5,1673.15,42.74,0.88,16.54,4.07,15.94,16.08,0.0,0.0,0.0,0.0,62.65,0.0,35.86,1.49,1878.06
60,1.0,1723.0,46.7,1.64,16.3,12.8,6.13,10.3,0.0,3.07,1.72,0.0,63.53,0.0,36.47,0.0,2030.0
61,1.5,1673.15,49.42,0.8,15.42,7.75,10.83,12.01,0.0,1.8,0.0,0.0,49.25,17.11,32.22,1.42,2260.0
62,2.5,1773.15,50.8,0.13,6.95,8.93,22.2,10.0,0.29,0.05,0.0,0.0,61.9,0.93,35.3,0.0,2060.0
63,1.5,1673.15,49.34,0.72,13.52,7.15,15.72,10.18,0.0,1.22,0.0,0.0,54.7,6.89,36.32,1.13,2240.09
64,0.0,1673.15,52.6,0.0,15.4,11.1,11.5,9.0,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,2090.0
65,1.0,1533.0,62.68,0.3,11.11,12.75,0.7,3.37,0.0,0.6,5.46,0.0,60.87,0.32,30.4,4.43,2460.0
66,1.0,1683.0,53.04,7.44,12.39,4.02,5.12,11.65,0.0,0.22,0.24,0.0,57.48,0.0,33.75,0.96,1882.0
67,0.0,1673.15,54.2,2.3,13.9,11.3,8.6,9.4,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,2181.0
68,1.0,1623.0,50.4,1.24,15.4,9.14,9.12,11.2,0.0,2.49,0.0,0.0,63.53,0.0,36.47,0.0,1778.0
69,0.0,1673.15,52.5,0.0,15.4,11.2,11.5,8.9,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,2131.0
70,1.5,1673.15,48.23,0.0,15.0,8.28,10.06,11.99,0.0,1.8,0.0,0.0,60.76,0.26,36.93,2.05,2343.1
71,0.0,1473.15,47.51,5.56,8.89,11.27,9.51,12.09,0.0,1.78,1.07,0.0,61.46,1.95,33.4,2.14,2104.0
72,0.0,1673.15,52.5,1.3,15.2,10.2,7.7,12.4,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1995.0
73,1.5,1673.15,50.55,0.82,15.38,7.5,10.44,12.62,0.0,1.37,0.0,0.0,61.34,0.32,36.77,0.67,1751.81
74,1.0,1883.0,64.2,0.3,10.94,10.77,0.94,2.8,0.0,0.61,5.81,0.0,61.89,0.52,31.35,2.58,2285.0
75,1.0,1783.0,49.81,6.79,11.68,10.12,4.68,10.98,0.0,0.23,0.19,0.0,61.75,0.0,33.16,2.43,2336.0
76,3.0,1693.15,45.93,3.73,11.67,13.39,4.23,8.81,0.0,2.4,1.28,1.03,64.58,0.0,35.42,0.81,1800.0
77,1.5,1673.15,48.43,0.65,12.75,7.58,16.91,10.15,0.0,1.53,0.0,0.0,62.1,0.33,36.09,0.63,1975.42
78,1.5,1673.15,48.84,0.79,14.47,8.82,10.4,12.07,0.0,2.06,0.0,0.0,51.86,13.6,33.0,1.55,1749.66
79,0.0,1673.15,53.6,0.0,15.7,9.2,11.7,9.2,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1785.0
80,1.0,1783.0,52.18,0.28,9.04,7.33,16.07,9.77,0.0,0.08,0.04,0.0,55.09,0.0,36.07,1.76,2206.0
81,5.5,2073.15,47.18,0.01,10.15,2.11,21.99,17.76,0.0,0.03,0.0,0.0,62.91,0.13,36.02,0.03,8792.95
82,1.5,1673.15,35.19,1.24,11.15,28.62,8.21,8.65,0.0,1.4,0.13,0.0,67.09,0.0,31.7,1.21,7462.36
83,1.5,1923.15,55.51,0.0,0.14,13.25,0.13,27.05,0.0,0.0,0.0,0.0,59.04,1.89,37.75,1.32,8411.15
84,2.0,1683.0,30.8,18.05,5.04,22.96,10.47,7.07,0.0,0.19,0.17,0.0,59.81,0.0,35.36,5.51,7343.0
85,2.5,1683.0,33.23,14.28,4.71,20.85,12.32,6.22,0.0,1.88,0.09,0.0,60.28,0.0,38.21,5.0,7384.0
86,1.5,1673.15,37.19,0.58,11.25,28.78,8.04,9.27,0.0,1.43,0.12,0.0,64.92,0.62,29.07,7.14,7193.0
87,1.0,1873.15,47.8,0.0,11.1,11.2,11.8,17.1,0.03,0.0,0.0,0.0,61.3,0.88,35.8,0.0,2960.0
88,1.5,1783.0,47.36,4.39,6.59,10.48,16.13,8.95,0.0,0.88,0.77,0.0,56.97,0.0,32.57,2.52,3381.0
89,2.5,2073.15,44.7,0.03,10.08,7.59,20.04,16.81,0.0,0.04,0.0,0.0,63.74,0.16,35.54,0.42,3357.5
90,2.0,1783.0,46.77,6.27,10.77,17.47,4.31,10.12,0.0,0.09,0.02,0.0,61.79,0.0,32.64,4.19,2595.0
91,0.0,1473.0,44.61,2.97,9.06,24.14,8.21,9.87,0.0,0.15,0.0,0.0,67.1,0.0,31.08,1.22,3211.01
92,5.5,2073.15,42.84,0.02,9.08,11.31,19.39,15.93,0.0,0.03,0.0,0.0,64.84,0.22,32.77,1.74,2760.94
93,1.0,1683.0,41.46,1.09,17.77,13.57,6.73,14.63,0.0,0.56,0.22,0.0,62.75,0.32,31.82,5.06,2713.0
94,1.0,1798.15,46.4,0.0,10.1,9.27,19.7,14.0,0.02,0.0,0.0,0.0,54.7,9.04,34.0,0.0,2660.0
95,1.5,1773.15,44.73,0.0,17.54,3.49,16.57,16.67,0.0,0.07,0.0,0.0,57.48,4.43,37.0,1.09,3170.97
96,1.5,1783.0,47.64,6.35,10.94,16.27,4.5,10.31,0.0,0.11,0.04,0.0,61.66,0.0,32.58,3.91,2872.0
97,0.5,2073.15,50.22,1.72,17.07,10.71,7.25,9.33,0.0,2.64,0.8,0.0,63.53,0.0,36.47,0.0,2955.0
98,1.0,1673.0,44.1,1.53,15.5,16.2,5.76,9.63,0.0,3.04,1.67,0.0,63.53,0.0,36.47,0.0,3045.0
99,0.0,1473.15,45.64,5.26,8.56,15.85,8.93,11.72,0.0,1.46,0.68,0.0,62.71,1.96,32.21,2.38,2932.0
100,1.5,1733.15,45.82,0.0,9.9,3.79,17.44,18.51,0.0,0.0,0.0,0.0,59.27,0.28,39.43,1.03,3433.16
101,3.0,1873.15,45.6,0.47,11.4,15.7,10.7,14.79,0.0,1.63,0.16,0.0,62.0,0.0,35.0,0.0,3000.0
102,1.5,1733.15,47.55,0.0,10.76,3.3,17.44,19.77,0.0,0.0,0.0,0.0,60.33,0.16,38.51,1.0,3416.96
103,1.5,1573.15,48.22,0.89,16.82,9.62,8.52,10.87,0.0,2.02,0.21,0.0,59.71,0.66,37.56,2.07,1371.29
104,1.0,1623.0,48.0,1.66,16.6,10.2,6.21,10.4,0.0,3.1,1.78,0.0,63.53,0.0,36.47,0.0,1539.0
105,1.5,1673.15,49.28,0.8,14.61,7.2,10.21,12.31,0.0,1.88,0.0,0.0,51.92,11.13,35.36,1.59,1633.36
106,0.0,1673.15,64.0,0.0,12.6,2.7,13.8,6.8,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1433.0
107,1.0,1673.0,45.41,2.64,8.75,23.71,10.55,8.82,0.0,0.23,0.0,0.0,85.2,0.0,12.33,0.0,1635.58
108,0.0,1673.15,58.6,2.5,16.0,2.6,9.9,10.2,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1639.0
109,1.0,1543.0,53.05,1.12,15.55,5.12,3.75,9.95,0.0,3.07,4.34,3.14,62.79,0.0,35.98,1.23,1537.0
110,1.6,1628.15,47.5,0.72,18.0,8.3,11.5,10.9,0.04,2.4,0.0,0.0,63.53,0.0,36.47,0.0,1500.0
111,0.0,1673.15,55.9,0.0,17.4,3.7,12.8,9.9,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1528.0
112,1.0,1673.0,60.5,0.79,16.2,7.94,1.97,5.57,0.0,4.21,2.01,0.0,63.53,0.0,36.47,0.0,1002.0
113,1.0,1523.0,51.98,1.16,17.26,8.52,7.17,10.52,0.0,2.51,0.84,4.96,51.53,13.25,33.45,2.23,1523.0
114,1.5,1673.15,46.72,0.73,14.32,11.57,9.5,11.32,0.0,1.53,0.13,0.0,31.16,36.52,31.72,0.6,1015.58
115,1.0,1783.0,36.38,1.7,11.42,29.72,7.48,7.68,0.0,0.46,0.26,0.0,24.52,51.82,23.77,0.02,1571.0
116,0.0,1673.15,64.9,0.0,13.8,7.5,4.1,9.7,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1106.0
117,0.0,1673.15,63.0,0.0,12.4,3.9,13.5,6.7,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1306.0
118,1.0,1573.15,50.1,0.71,17.4,5.2,11.6,11.9,0.11,2.6,0.0,0.0,63.53,0.0,36.47,0.0,1100.0
119,0.0,1639.15,55.0,0.37,11.15,3.87,18.64,9.9,0.17,0.09,0.02,0.0,47.5,17.7,34.4,0.0,1530.0
120,1.6,1628.15,47.9,0.68,18.2,7.0,12.1,11.4,0.05,2.3,0.0,0.0,63.53,0.0,36.47,0.0,1300.0
121,0.0,1626.15,51.5,0.34,10.47,9.4,17.65,9.32,0.55,0.08,0.01,0.0,36.7,26.0,36.6,0.0,1310.0
122,1.0,1523.0,48.0,1.65,16.8,10.0,6.25,10.7,0.0,3.31,1.82,0.0,63.53,0.0,36.47,0.0,1378.0
123,1.0,1523.0,58.5,0.78,15.4,7.7,1.9,5.41,0.0,3.74,1.92,4.1,63.53,0.0,36.47,0.0,1094.0
124,0.0,1671.0,50.66,3.04,9.57,14.6,11.72,9.91,0.0,0.01,0.0,0.0,89.8,0.0,10.28,0.0,1582.72
125,0.0,1473.15,50.37,5.59,9.34,8.18,9.82,12.03,0.0,1.49,0.99,0.0,60.32,1.99,36.69,0.0,1615.0
126,1.0,1673.0,48.15,2.65,8.95,18.45,10.95,9.22,0.0,0.23,0.0,0.0,88.29,0.0,12.53,0.0,1471.84
127,1.0,1543.0,52.38,1.12,15.96,4.54,3.08,9.54,0.0,2.72,6.53,2.84,62.88,0.0,36.03,1.09,1225.0
128,1.0,1623.15,44.7,0.0,16.2,11.9,8.08,16.8,0.03,0.0,0.0,0.0,60.7,1.56,36.8,0.0,1690.0
129,0.0,1673.15,55.5,1.4,16.1,5.2,8.1,13.3,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1625.0
130,1.0,1543.0,53.42,1.11,17.32,5.08,3.76,10.0,0.0,3.17,4.26,1.28,62.8,0.0,35.98,1.22,1025.0
131,1.0,1523.0,49.7,1.41,16.1,10.3,7.8,10.8,0.0,2.65,0.1,0.0,63.53,0.0,36.47,0.0,1218.0
132,4.0,2073.15,48.88,0.71,10.54,11.57,16.31,9.76,0.0,1.71,0.39,0.0,63.53,0.0,36.47,0.0,1650.0
133,1.6,1628.15,47.6,0.69,17.9,7.8,12.6,11.0,0.06,2.2,0.0,0.0,63.53,0.0,36.47,0.0,1600.0
134,0.8,1723.15,56.99,1.4,18.38,1.95,8.7,9.79,0.01,2.09,0.49,0.0,44.39,18.87,35.79,0.53,1309.0
135,1.0,1573.15,50.1,0.73,18.0,5.3,11.1,11.6,0.12,2.52,0.0,0.0,63.53,0.0,36.47,0.0,1100.0
136,1.0,1523.0,50.2,1.26,15.4,9.0,9.1,11.5,0.0,2.39,0.1,2.6,63.53,0.0,36.47,0.0,1248.0
137,0.8,1723.15,53.18,1.36,17.76,8.25,8.73,9.3,0.01,1.78,0.45,0.0,50.18,13.36,33.53,1.07,1049.0
138,1.0,1623.0,59.9,0.75,16.2,8.43,2.02,5.7,0.0,4.17,1.96,0.0,63.2,0.21,35.1,0.87,1055.0
139,1.5,1673.15,47.62,1.76,17.88,10.17,6.73,9.52,0.0,2.71,0.85,0.0,63.53,0.0,36.47,0.0,1380.0
140,0.0,1673.15,63.2,0.0,13.4,9.6,4.0,9.4,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1521.0
141,1.0,1673.0,47.1,2.8,8.9,20.1,11.1,9.2,0.0,0.24,0.0,0.0,90.96,0.0,9.47,0.0,1189.64
142,0.0,1673.15,63.7,0.0,13.4,8.8,4.0,9.5,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,1262.0
143,1.5,1673.15,37.9,1.38,11.77,24.32,8.11,9.43,0.0,1.64,0.13,0.0,65.04,0.0,29.41,5.55,5562.94
144,1.5,1673.15,37.48,0.58,11.36,27.8,8.12,9.68,0.0,1.45,0.12,0.0,64.15,0.54,29.71,7.06,6659.25
145,1.0,1683.0,35.73,0.76,12.23,25.84,6.43,13.86,0.0,0.13,0.05,0.0,64.62,0.34,28.81,4.77,6099.0
146,11.0,2623.0,37.21,0.14,2.54,6.38,49.95,2.94,0.1,0.0,0.0,0.0,57.55,0.15,38.86,1.81,6424.0
147,11.0,2473.0,39.17,0.09,2.78,4.82,48.85,2.94,0.09,0.0,0.0,0.0,57.84,0.24,38.85,2.38,6077.0
148,1.0,1883.0,38.03,9.11,12.06,16.38,7.98,10.8,0.0,0.23,0.11,0.0,60.49,0.24,31.33,3.12,6502.0
149,2.5,2073.15,47.09,0.01,9.97,3.12,21.34,18.17,0.0,0.05,0.0,0.0,64.66,0.14,34.27,1.67,5696.13
150,0.0,1673.15,42.6,14.5,8.8,10.8,11.0,11.5,0.0,0.0,0.0,0.0,63.53,0.0,36.47,0.0,4226.0
151,8.0,2173.0,42.47,0.2,4.05,8.24,40.48,3.67,0.29,0.0,0.0,0.0,59.52,0.4,35.88,2.61,3483.0
152,1.5,1673.15,40.63,1.49,12.72,19.2,8.7,10.09,0.0,1.7,0.14,0.0,64.67,0.0,31.3,4.03,4113.4
153,3.0,1873.15,49.1,0.6,9.7,16.6,8.7,12.3,0.0,1.4,0.21,0.0,61.5,0.0,35.7,0.0,4100.0
154,1.0,1783.0,44.96,1.94,13.05,13.7,9.47,11.56,0.0,0.54,0.34,0.0,61.03,0.36,34.9,3.77,3664.0
155,2.0,1873.15,45.3,0.51,10.59,16.4,9.6,13.5,0.0,1.69,0.16,0.0,61.7,0.0,36.0,0.0,4200.0
156,2.5,1773.0,36.83,10.56,9.94,18.57,9.24,12.89,0.43,0.34,0.03,0.0,64.06,0.0,34.19,1.64,3834.0
157,1.0,1683.0,41.47,1.79,11.82,21.0,8.18,10.67,0.0,0.48,0.28,0.0,62.4,0.44,31.29,4.13,4231.0
158,1.5,1923.15,54.4,0.0,0.21,14.23,29.21,0.42,0.0,0.0,0.0,0.0,58.39,2.22,37.36,2.03,4249.26
159,1.5,1923.15,36.1,0.0,25.55,9.74,11.65,15.83,0.0,0.0,0.0,0.0,60.08,1.47,35.79,2.66,3806.18
160,11.0,2273.0,40.12,0.23,4.34,8.27,41.55,4.86,0.17,0.0,0.0,0.0,58.16,0.21,36.96,2.23,3505.0
161,2.0,1823.15,47.28,0.6,9.68,17.4,9.07,13.04,0.0,1.71,0.16,0.0,62.0,0.0,35.0,0.0,3600.0
162,0.0,1473.15,42.63,5.31,8.58,18.61,7.61,11.89,0.0,1.49,0.77,0.0,63.28,1.63,30.85,3.82,3798.0
163,1.0,1583.0,42.83,2.49,11.42,21.06,8.76,10.08,0.0,0.49,0.23,0.0,62.06,0.26,31.59,5.05,3511.0
164,1.0,1683.0,43.37,0.69,12.14,16.62,9.22,13.02,0.0,0.36,0.08,0.0,60.44,0.27,31.88,2.86,3783.0
