0.916290732	7.480428306	3.60631273	2.357073278	2.296567021	2.921547375	2.223541886	2.556451817	-0.84397007	-1.078809661	-3.506557897	NAN	4.159820144	NAN	3.531933204	0.494696242	8.251663924	0
0.916290732	7.480428306	3.719408659	1.576914721	2.520917087	2.768831673	2.0255132	2.593013391	-4.605170186	-0.400477567	-1.966112856	NAN	4.170379248	NAN	3.520756617	0.39877612	7.820037989	0
0.916290732	7.422373701	3.504956616	2.84549061	1.993338843	3.134189017	1.774952351	2.38416508	-1.714798428	-1.021651248	-2.659260037	NAN	4.157945144	NAN	3.528417232	0.565313809	8.427268484	0
0.693147181	7.480428306	3.651177587	2.289499853	2.295560478	2.893145685	2.125847914	2.509599262	-1.108662625	-1.078809661	-2.659260037	NAN	4.152456225	NAN	3.50465609	0.841567186	8.44634145	0
0.405465108	7.535296702	3.758638699	1.562346305	2.591516385	2.872999508	1.91102289	2.467251715	-4.605170186	-0.713349888	-1.966112856	NAN	4.157319361	NAN	3.519868911	1.029619417	8.475954443	0
0.405465108	7.535296702	3.641787847	2.323367632	2.269028309	2.956991445	2.118662255	2.444952334	-0.967584026	-0.94160854	-2.995732274	NAN	4.147253218	NAN	3.548179572	0.678033543	8.676587244	0
0.405465108	7.508238775	3.672241813	2.373975089	2.227861547	2.874129452	2.129421474	2.520917087	-0.994252273	-0.994252273	-2.813410717	NAN	4.168988105	NAN	3.505857652	0.819779831	8.423102268	0
0.405465108	7.480428306	3.654029177	2.33117255	2.263844265	2.784393768	2.194999882	2.588515632	-1.049822124	-0.994252273	-2.813410717	NAN	4.157475844	NAN	3.514526067	0.737164066	8.57847642	0
0.405465108	7.451822237	3.665354909	2.399711804	2.194999882	2.911263117	2.102913898	2.479894108	-0.994252273	-0.994252273	-2.995732274	NAN	4.151354817	NAN	3.529297384	0.810930216	8.402904045	0
0.405465108	7.422373701	3.665098925	2.386006701	2.18492705	2.907447359	2.117459609	2.498151877	-0.94160854	-1.049822124	-2.813410717	NAN	4.159820144	NAN	3.515121128	0.815364813	8.236420527	0
0.405465108	7.422373701	3.654029177	2.345644582	2.251291799	2.885359216	2.134166441	2.547881449	-0.967584026	-0.967584026	-2.995732274	NAN	4.149148354	NAN	3.515121128	0.940007258	8.279189777	0
0.405465108	7.422373701	3.725211383	1.534714366	2.566486637	2.817801065	1.964311234	2.606386547	-3.912023005	-0.653926467	-1.966112856	NAN	4.172693529	NAN	3.48553853	0.91228271	7.937374696	0
0	7.480428306	3.636796374	2.386006701	2.241772954	2.90416508	2.164471791	2.479894108	-1.021651248	-1.078809661	-2.995732274	NAN	4.158570535	NAN	3.503152104	1.022450928	8.58485184	0
0	7.480428306	3.779177092	1.517322624	2.57184858	2.706048198	1.953027617	2.597491011	-4.605170186	-0.673344553	-1.897119985	NAN	4.158570535	NAN	3.507657293	0.854415328	8.307459327	0
0	7.341483852	3.958524839	0.113328685	2.770085592	1.512927012	1.124929597	2.255493485	NAN	1.00063188	1.876406943	1.043804052	4.141253101	NAN	3.584319478	0.085810656	7.110696123	0
0	7.341483852	3.97724879	0.086177696	2.798500104	1.488399584	1.1442228	2.252343877	NAN	0.924258902	1.830980182	1.043804052	4.141519973	NAN	3.584586351	0.061283228	7.101675972	0
0	7.341483852	3.998200702	-0.494296322	2.867898902	1.840549633	1.541159072	2.451005098	NAN	0.518793793	-2.525728644	0.173953307	4.136973424	NAN	3.580039802	0.413433278	6.492239835	0
0	7.341483852	4.012230266	-0.510825624	2.907993359	1.800058272	1.558144618	2.438862711	NAN	0.470003629	-2.659260037	0.173953307	4.13758245	NAN	3.580648827	0.372941916	6.570882962	0
0	7.341483852	3.966889907	-0.544727175	2.969388298	1.699278616	1.599387577	2.48906466	NAN	0.494696242	-2.659260037	0.887891257	4.138993963	NAN	3.58206034	0.272162261	6.558197803	0
0	7.341483852	4.024994484	-0.527632742	2.849549763	1.742219024	1.615419984	2.442347035	NAN	0.542324291	-2.525728644	0.322083499	4.13841013	NAN	3.581476508	0.315102668	6.456769656	0
0	7.341483852	3.979494721	0.113328685	2.812410216	1.490654376	1.196948189	2.285438934	NAN	0.993251773	1.832581464	0.270027137	4.141495715	NAN	3.584562092	0.063538021	6.735780014	0
