3	1953.08	43.8185	0.01	3.1441	17.1866	31.6012	2.4954	0.201139847	0.01	0.01	0	55.4	8	36	1.6
3	1951.08	43.8185	0.01	3.1441	17.1866	31.6012	2.4954	0.201139847	0.01	0.01	0	55.4	8	36	1.6
3	1949.08	43.8185	0.01	3.1441	17.1865	31.6012	2.4954	0.201139847	0.01	0.01	0	55.4	8	36	1.6
3	1947.08	43.7023	0.01	3.1639	17.2911	31.5719	2.5084	0.195995273	0.01	0.01	0	55.4	8	36	1.6
3	1945.08	43.4751	0.01	3.2023	17.4952	31.5155	2.5338	0.186875329	0.01	0.01	0	55.4	8	36	1.6
3	1943.08	43.2533	0.01	3.2395	17.6941	31.461	2.5585	0.178997874	0.01	0.01	0	55.4	8	36	1.6
3	1941.08	43.037	0.01	3.2757	17.8879	31.4085	2.5825	0.172112416	0.01	0.01	0	55.4	8	36	1.6
3	1939.08	42.8259	0.01	3.3109	18.0767	31.3578	2.6059	0.166067336	0.01	0.01	0	55.4	8	36	1.6
3	1937.08	42.6201	0.01	3.345	18.2607	31.309	2.6286	0.160703197	0.01	0.01	0	55.4	8	36	1.6
3	1935.08	42.4193	0.01	3.3782	18.4398	31.2618	2.6507	0.155929627	0.01	0.01	0	55.4	8	36	1.6
3	1933.08	42.2235	0.01	3.4104	18.6143	31.2164	2.6722	0.151638129	0.01	0.01	0	55.4	8	36	1.6
3	1931.08	42.0327	0.01	3.4416	18.7842	31.1726	2.6931	0.147772793	0.01	0.01	0	55.4	8	36	1.6
3	1929.08	41.8466	0.01	3.4719	18.9496	31.1303	2.7135	0.14425552	0.01	0.01	0	55.4	8	36	1.6
3	1927.08	41.6654	0.01	3.5013	19.1106	31.0896	2.7332	0.141080694	0.01	0.01	0	55.4	8	36	1.6
3	1925.08	41.4888	0.01	3.5298	19.2673	31.0502	2.7524	0.138157033	0.01	0.01	0	55.4	8	36	1.6
3	1923.08	41.3167	0.01	3.5574	19.4198	31.0123	2.7711	0.135489627	0.01	0.01	0	55.4	8	36	1.6
3	1921.08	41.1492	0.01	3.5843	19.5681	30.9757	2.7892	0.133029365	0.01	0.01	0	55.4	8	36	1.6
3	1919.08	40.9861	0.01	3.6103	19.7124	30.9405	2.8068	0.130785015	0.01	0.01	0	55.4	8	36	1.6
3	1917.08	40.8273	0.01	3.6355	19.8528	30.9064	2.8239	0.128689619	0.01	0.01	0	55.4	8	36	1.6
3	1915.08	40.6728	0.01	3.6599	19.9893	30.8736	2.8405	0.126756638	0.01	0.01	0	55.4	8	36	1.6
