2.00	1683.00	30.80	18.05	5.04	22.96	10.47	7.07	0.00	0.19	0.17	0.00	59.81	0.00	35.36	5.51	7343.00
2.50	1683.00	33.23	14.28	4.71	20.85	12.32	6.22	0.00	1.88	0.09	0.00	60.28	0.00	38.21	5.00	7384.00
1.00	1883.00	41.86	0.69	11.12	26.97	6.29	9.67	0.00	0.31	0.06	0.00	62.45	0.60	29.12	4.50	7648.00
1.00	1683.00	35.86	8.89	6.80	21.41	7.86	12.89	0.00	0.40	0.17	0.00	60.34	0.26	30.98	5.12	7424.00
1.50	1923.15	43.93	0.00	5.44	10.38	4.07	32.67	0.00	0.00	0.00	0.00	59.91	1.50	36.47	2.11	7993.48
1.50	1923.15	55.51	0.00	0.14	13.25	0.13	27.05	0.00	0.00	0.00	0.00	59.04	1.89	37.75	1.32	8411.15
1.50	2073.15	47.50	0.05	10.05	3.27	21.33	17.65	0.00	0.08	0.00	0.00	63.12	0.16	35.57	0.68	7037.00
5.50	2073.15	47.18	0.01	10.15	2.11	21.99	17.76	0.00	0.03	0.00	0.00	62.91	0.13	36.02	0.03	8792.95
1.50	1773.15	48.86	0.00	16.58	0.61	15.99	15.14	0.00	0.00	0.00	0.00	63.37	1.09	33.89	0.24	7900.00
1.50	1673.15	37.19	0.58	11.25	28.78	8.04	9.27	0.00	1.43	0.12	0.00	64.92	0.62	29.07	7.14	7193.00
1.50	1673.15	28.33	0.47	9.12	29.88	7.40	16.08	0.00	1.14	0.10	0.00	59.41	7.01	27.36	6.22	7954.07
1.50	1923.15	38.54	0.61	11.80	27.02	7.98	9.63	0.00	1.43	0.00	0.00	64.17	0.60	29.11	6.11	8104.70
1.50	1973.15	44.99	0.01	18.00	3.22	18.39	16.15	0.00	0.09	0.00	0.00	57.21	4.83	37.47	0.50	7778.70
1.50	1673.15	35.19	1.24	11.15	28.62	8.21	8.65	0.00	1.40	0.13	0.00	67.09	0.00	31.70	1.21	7462.36
8.00	2273.00	36.78	0.14	2.73	5.82	52.11	2.53	0.10	0.00	0.00	0.00	60.52	0.26	37.42	1.42	8913.00
8.00	2273.00	37.82	0.15	3.08	7.48	48.79	3.45	0.08	0.00	0.00	0.00	60.20	0.18	37.68	1.95	7566.00
7.00	2473.00	36.80	0.14	2.34	7.78	49.37	2.81	0.01	0.00	0.00	0.00	56.50	0.13	37.65	2.18	9019.00
11.00	2623.00	38.48	0.15	2.25	6.13	49.83	2.85	0.01	0.00	0.00	0.00	56.07	0.17	38.71	1.70	7089.00
7.00	2473.00	37.38	0.12	5.53	4.77	53.21	0.74	0.07	0.00	0.00	0.00	64.09	0.34	33.60	1.34	8445.00
